productId,name,template_serial_number,dimensions,description,final_price,category
29,6/4924 CARTUCHO AZUL 40x40mm,69819,,Cartucho,161.36,"Insumo , 6/4924"
29,6/4924 CARTUCHO MORADO 40x40mm,73000312,,Cartucho,161.36,"Insumo , 6/4924"
29,6/4924 CARTUCHO ROJO 40x40mm,73000314,,Cartucho,161.36,"Insumo , 6/4924"
29,6/4924 CARTUCHO SIN TINTA 40x40mm,69822,,Cartucho,161.36,"Insumo , 6/4924"
29,6/4924 CARTUCHO VERDE 40x40mm,73000315,,Cartucho,161.36,"Insumo , 6/4924"
29,6/4924/2 CARTUCHO BIC 40x40mm,38168,,Cartucho,283.74,"Insumo , 6/4924/2"
29,6/4924/2 CARTUCHO BIC SIN TINTA 40x40mm,38263,,Cartucho,283.74,"Insumo , 6/4924/2ST"
29,6/4925 CARTUCHO AZUL 82x25mm,73000317,,Cartucho,169.13,"Insumo , 6/4925"
29,6/4925 CARTUCHO MCI 82x25mm,12641,,Cartucho,169.13,"Insumo , 6/4925"
29,6/4925 CARTUCHO NEGRO 82x25mm,73000316,,Cartucho,169.13,"Insumo , 6/4925"
29,6/4925 CARTUCHO ROJO 82x25mm,73000318,,Cartucho,169.13,"Insumo , 6/4925"
29,6/4925 CARTUCHO SIN TINTA 82x25mm,13225,,Cartucho,169.13,"Insumo , 6/4925"
29,6/4925 CARTUCHO VERDE 82x25mm,73000319,,Cartucho,169.13,"Insumo , 6/4925"
29,6/4926 CARTUCHO MCI 75x38mm,4812,,Cartucho,185.82,"Insumo , 6/4926"
29,6/4926 CARTUCHO NEGRO 75x38mm,70666,,Cartucho,185.82,"Insumo , 6/4926"
29,6/4926 CARTUCHO ROJO 75x38mm,73000324,,Cartucho,185.82,"Insumo , 6/4926"
29,6/4926 CARTUCHO SIN TINTA 75x38mm,73554,,Cartucho,185.82,"Insumo , 6/4926"
29,6/4926 CARTUCHO VERDE 75x38mm,73000325,,Cartucho,185.82,"Insumo , 6/4926"
29,6/4926/2 CARTUCHO BIC 75x38mm,4593,,Cartucho,308.22,"Insumo , 6/4926/2"
29,6/4927 CARTUCHO AZUL 60x40mm,74182,,Cartucho,169.13,"Insumo , 6/4927"
29,6/4927 CARTUCHO MCI 60x40mm,9627,,Cartucho,169.13,"Insumo , 6/4927"
29,6/4927 CARTUCHO  MORADO 60x40mm,73000329,,Cartucho,169.13,"Insumo , 6/4927"
29,6/4927 CARTUCHO NEGRO 60x40mm,73000326,,Cartucho,169.13,"Insumo , 6/4927"
29,6/4927 CARTUCHO ROJO 60x40mm,73000330,,Cartucho,169.13,"Insumo , 6/4927"
29,6/4927 CARTUCHO SIN TINTA 60x40mm,75577,,Cartucho,169.13,"Insumo , 6/4927"
29,6/4927/2 CARTUCHO BIC 60x40mm,86533,,Cartucho,297.1,"Insumo , 6/4927/2"
29,6/4927/2 CARTUCHO BIC NEGRO/ROJO 60x40mm,44954,,Cartucho,297.1,"Insumo , 6/4927/2"
29,6/4927/2 CARTUCHO BIC SIN TINTA 60x40mm,88548,,Cartucho,297.1,"Insumo , 6/4927/2"
29,6/4928 CARTUCHO MCI 60x33mm,9626,,Cartucho,165.8,"Insumo , 6/4928"
29,6/4928 CARTUCHO NEGRO 60x33mm,80491,,Cartucho,165.8,"Insumo , 6/4928"
29,6/4928 CARTUCHO  ROJO 60x33mm,73000335,,Cartucho,165.8,"Insumo , 6/4928"
29,6/4928 CARTUCHO SIN TINTA 60x33mm,73000336,,Cartucho,165.8,"Insumo , 6/4928"
29,6/4929 CARTUCHO AZUL 50x30mm,4509,,Cartucho,153.58,"Insumo , 6/4929"
29,6/4929 CARTUCHO MCI 50x30mm,6037,,Cartucho,153.55,"Insumo , 6/4929"
29,6/4929 CARTUCHO NEGRO 50x30mm,4592,,Cartucho,153.55,"Insumo , 6/4929"
29,6/4929 CARTUCHO SIN TINTA 50x30mm,5280,,Cartucho,153.55,"Insumo , 6/4929"
29,6/4929 CARTUCHO VERDE 50x30mm,73000342,,Cartucho,153.58,"Insumo , 6/4929"
29,6/4929/2 CARTUCHO  BIC 50x30mm,4508,,Cartucho,269.28,"Insumo , 6/4929/2"
29,6/4929/2 CARTUCHO SIN TINTA 50x30mm,5830,,Cartucho,153.58,"Insumo , 6/4929/2"
29,6/4931 CARTUCHO AZUL 70x30mm,73000344,,Cartucho,190.68,"Insumo , 6/4931"
29,6/4931 CARTUCHO  MCI 70x30mm,34603,,Cartucho,190.68,"Insumo , 6/4931"
29,6/4931 CARTUCHO NEGRA 70x30mm,34605,,Cartucho,190.68,"Insumo , 6/4931"
29,6/4931 CARTUCHO  ROJO 70x30mm,34604,,Cartucho,190.68,"Insumo , 6/4931"
29,6/4931 CARTUCHO SIN TINTA 70x30mm,34602,,Cartucho,190.68,"Insumo , 6/4931"
29,6/4931 CARTUCHO  VERDE 70x30mm,73000346,,Cartucho,190.68,"Insumo , 6/4931"
29,6/4933 CARTUCHO AZUL 25x25mm,65781,,Cartucho,140.84,"Insumo , 6/4933"
29,6/4933 CARTUCHO  NEGRO 25x25mm,73000054,,Cartucho,140.84,"Insumo , 6/4933"
29,6/4933 CARTUCHO  SIN TINTA 25x25mm,65786,,Cartucho,140.86,"Insumo , 6/4933"
29,6/50 CARTUCHO SIN TINTA 41x24mm,78131,,Cartucho,107.93,"Insumo , 6/50"
29,6/50 CARTUCHO  AZUL 41x24mm,62107,,Cartucho,107.93,"Insumo , 6/50"
29,6/50 CARTUCHO  BIC 41x24mm,73000347,,Cartucho,186.94,"Insumo , 6/50"
29,6/50 CARTUCHO MCI 41x24mm,4813,,Cartucho,107.93,"Insumo , 6/50"
29,6/50 CARTUCHO NEGRO 41x24mm,62104,,Cartucho,107.93,"Insumo , 6/50"
29,6/511 CARTUCHO AZUL 85x55mm,35116,,Cartucho,247.05,"Insumo , 6/511"
29,6/511 CARTUCHO MCI 85x55mm,36618,,Cartucho,247.05,"Insumo , 6/511"
29,6/511 CARTUCHO NEGRO 85x55mm,35113,,Cartucho,247.05,"Insumo , 6/511"
29,6/511 CARTUCHO  ROJO  85X55mm,73000349,,Cartucho,247.05,"Insumo , 6/511"
29,6/511/2 CARTUCHO BIC 85X55mm,73000348,,Cartucho,431.72,"Insumo , 6/511/2"
29,6/512 CARTUCHO  AZUL 116x70mm,104309,,Cartucho,466.69,"Insumo , 6/512"
29,6/512 CARTUCHO MCI 116x70mm,104676,,Cartucho,466.69,"Insumo , 6/512"
29,6/52040 CARTUCHO NEGRO 40mm,73000351,,Cartucho,385.02,"Insumo , 6/52040"
29,6/52040 CARTUCHO  SIN TINTA  40mm,58519,,Cartucho,385.02,"Insumo , 6/52040"
29,6/53 CARTUCHO  FIELTRO  49x28mm,65762,,Cartucho,101.61,"Insumo , 6/53"
29,6/53 CARTUCHO MCI 49x28mm,4814,,Cartucho,119.06,"Insumo , 6/53"
29,6/53 CARTUCHO NEGRO 49x28mm,55660,,Cartucho,107.93,"Insumo , 6/53"
29,6/53/2 CARTUCHO BIC 49x28mm,74515,,Cartucho,186.94,"Insumo , 6/53/2"
29,6/53 CARTUCHO AZUL 49x28mm,83485,,Cartucho,107.93,"Insumo , 6/53"
29,6/55 CARTUCHO AZUL 68x24mm,81751,,Cartucho,153.58,"Insumo , 6/55"
29,6/55 CARTUCHO NEGRO 68x24mm,85347,,Cartucho,153.58,"Insumo , 6/55"
29,6/55 CARTUCHO SIN TINTA 68x24mm,81755,,Cartucho,153.58,"Insumo , 6/55"
29,6/56 CARTUCHO AZUL 56x33mm,55605,,Cartucho,129.07,"Insumo , 6/56"
29,6/56 CARTUCHO BIC SIN TINTA 56x33mm,73003,,Cartucho,227,"Insumo , 6/56"
29,6/56 CARTUCHO MCI 56x33mm,4815,,Cartucho,129.04,"Insumo , 6/56"
29,6/56 CARTUCHO NEGRO 56x33mm,55608,,Cartucho,129.04,"Insumo , 6/56"
29,6/56 CARTUCHO SIN TINTA 56x33mm,76575,,Cartucho,129.07,"Insumo , 6/56"
29,6/56 CARTUCHO VERDE 56x33mm,55606,,Cartucho,129.07,"Insumo , 6/56"
29,6/56 CARTUCHO BIC 56x33mm,72809,,Cartucho,227,"Insumo , 6/56/2"
29,6/57 CARTUCHO  AZUL 60x40mm,78049,,Cartucho,164.68,"Insumo , 6/57"
29,6/57 CARTUCHO MCI 60x40mm,4816,,Cartucho,164.68,"Insumo , 6/57"
29,6/57 CARTUCHO BIC 60x40mm,78053,,Cartucho,164.68,"Insumo , 6/57"
29,6/57/2 CARTUCHO BIC SIN TINTA 60x40mm,78484,,Cartucho,164.68,"Insumo , 6/57"
29,6/5756 CARTUCHO  NEGRO PAQ 5 PZAS,86627,,Cartucho,823.42,"Insumo , 6/5756"
29,6/5756 CARTUCHO  ROJO PAQ 5 PZAS,86628,,Cartucho,823.42,"Insumo , 6/5756"
29,6/58 CARTUCHO BIC 68x47mm,74521,,Cartucho,405.04,"Insumo , 6/58"
29,6/58 CARTUCHO AZUL 68x47mm,74517,,Cartucho,232.57,"Insumo , 6/58"
29,6/58 CARTUCHO  FIELTRO  68x47mm,73000135,,Cartucho,232.57,"Insumo , 6/58"
29,6/58 CARTUCHO MCI 68x47mm,4817,,Cartucho,232.57,"Insumo , 6/58"
29,6/58 CARTUCHO NEGRO 68x47mm,74516,,Cartucho,232.57,"Insumo , 6/58"
29,6/58 CARTUCHO ROJO 68x47mm,74518,,Cartucho,232.57,"Insumo , 6/58"
29,6/58 CARTUCHO SIN TINTA 68x47mm,78190,,Cartucho,232.57,"Insumo , 6/58"
29,6/58 CARTUCHO VERDE 68x47mm,74520,,Cartucho,232.57,"Insumo , 6/58"
29,6/8746 CARTUCHO NEGRO 59x38mm,124383,,Cartucho,115.6,"Insumo , 6/8746"
29,6/9411 CARTUCHO  MCI 38x14mm,19985,,Cartucho,106.22,"Insumo , 6/9411"
29,6/9411 CARTUCHO  NEGRO 38x14mm,73000361,,Cartucho,106.22,"Insumo , 6/9411"
29,6/9412 CARTUCHO  AZUL  47x18mm,73000364,,Cartucho,120.29,"Insumo , 6/9412"
29,6/9412 CARTUCHO MCI 47x18mm,19883,,Cartucho,120.29,"Insumo , 6/9412"
29,6/9412 CARTUCHO  NEGRO  47x18mm,73000363,,Cartucho,120.29,"Insumo , 6/9412"
29,6/9413 CARTUCHO  AZUL  58x22mm,73000368,,Cartucho,136.93,"Insumo , 6/9413"
29,6/9413 CARTUCHO MCI 58x22mm,34630,,Cartucho,136.93,"Insumo , 6/9413"
29,6/9413 CARTUCHO  NEGRO  58x22mm,73000367,,Cartucho,136.93,"Insumo , 6/9413"
29,6/9430 CARTUCHO  AZUL  30x30mm,73000374,,Cartucho,134.36,"Insumo , 6/9430"
29,6/9430 CARTUCHO  MCI 30x30mm,20022,,Cartucho,134.36,"Insumo , 6/9430"
29,6/9430 CARTUCHO NEGRO 30x30mm,73000373,,Cartucho,134.36,"Insumo , 6/9430"
29,6/9440 CARTUCHO MCI 40x40mm,73000380,,Cartucho,181.72,"Insumo , 6/9440"
29,6/9440 CARTUCHO NEGRO 40x40mm,73000377,,Cartucho,181.72,"Insumo , 6/9440"
29,6/9511 CARTUCHO AZUL 38x14mm,148851,,Cartucho,106.22,"Insumo , 6/9511"
29,6/9511 CARTUCHO NEGRO 38x14mm,148690,,Cartucho,106.22,"Insumo , 6/9511"
29,6/9511 CARTUCHO ROJO 38x14mm,148852,,Cartucho,106.22,"Insumo , 6/9511"
29,6/9511 CARTUCHO  SIN TINTA 38x14mm,148857,,Cartucho,106.22,"Insumo , 6/9511"
29,6/9511 CARTUCHO VERDE 38x14mm,148855,,Cartucho,106.22,"Insumo , 6/9511"
29,6/9512 CARTUCHO AZUL 47x18mm,148876,,Cartucho,120.29,"Insumo , 6/9512"
29,6/9512 CARTUCHO MCI 47x18mm,149208,,Cartucho,120.29,"Insumo , 6/9512"
29,6/9512 CARTUCHO  MORADO 47x18mm,148879,,Cartucho,120.29,"Insumo , 6/9512"
29,6/9512 CARTUCHO  ROJO 47x18mm,148877,,Cartucho,120.29,"Insumo , 6/9512"
29,6/9512 CARTUCHO  VERDE 47x18mm,148878,,Cartucho,120.29,"Insumo , 6/9512"
29,6/4924 CARTUCHO NEGRO 40x40mm,69806,,Cartucho,161.32,"Insumo , 6/4924"
29,6/4922 CARTUCHO NEGRO 20x20mm,69810,,Cartucho,104.6,"Insumo , 6/4922"
29,7012 TINTA MCI NEGRO 1L,4918,,Tinta,7388.98,"Insumo , 7012"
29,7012 TINTA MCI 1L AZUL,4915,,Tinta,7388.98,"Insumo , 7012"
29,7012 TINTA MCI AMARILLO SEÑALES 28ml,39442,,Tinta,195.23,"Insumo , 7012"
29,7012 TINTA MCI AMARILLO ZINC 28ml,15427,,Tinta,195.23,"Insumo , 7012"
29,7012 TINTA  MCI AZUL LUMINOSO 28ml,39443,,Tinta,195.23,"Insumo , 7012"
29,7012 TINTA MCI AZUL CELESTE 28ml,39445,,Tinta,195.23,"Insumo , 7012"
29,7012 TINTA  MCI GRIS CLARO 28ml,39447,,Tinta,195.23,"Insumo , 7012"
29,7012 TINTA MCI MARRON/ANARANJADO 28ml,15428,,Tinta,195.23,"Insumo , 7012"
29,7012 TINTA MCI NARANJA INTENSO 28ml,31372,,Tinta,195.23,"Insumo , 7012"
29,7012 TINTA MCI PURPURA 28ml,39441,,Tinta,195.23,"Insumo , 7012"
29,7012 TINTA MCI ROJO CARMIN 28ml,39444,,Tinta,195.23,"Insumo , 7012"
29,7012 TINTA MCI VERDE AMARILLENTO 28ml,39446,,Tinta,195.23,"Insumo , 7012"
29,7021 TINTA MORADA 25ml,73000393,,Tinta,359.52,"Insumo , 7021"
29,7021 TINTA AZUL 25ml,73479,,Tinta,359.52,"Insumo , 7021"
29,7021 TINTA ROJO 25ml,73480,,Tinta,359.52,"Insumo , 7021"
29,7021 TINTA VERDE 25ml,73482,,Tinta,359.52,"Insumo , 7021"
29,7021 TINTA  BLANCO 25ml,73481,,Tinta,375.87,"Insumo , 7021"
29,7021 TINTA NEGRO 25ml,73478,,Tinta,375.87,"Insumo , 7021"
29,7711 TINTA IMPRINT  AZUL  24ml,143657,,Imprint,121.21,"Insumo , 7711"
29,7711 TINTA IMPRINT  NEGRO 24ml,143656,,Imprint,121.21,"Insumo , 7711"
29,7750 TINTA TEXTIL NEGRO 28ml,142557,,Tinta,539.43,"Insumo , 7750"
29,6/5756 CARTUCHO NEGRO 10x30mm,73000358,,Cartucho,237.52,"Insumo , 6/5756"
29,HULE LASER CLASSICO 210x297mm-1.5mm,73000395,,Hule,1010.25,"Insumo , Clásico"
29,HULE AERO GRIS PERLA 210x297x5mm,73000034,,Hule,2426.11,"Insumo , Aero"
29,HULE LASER AERO 210x297mm-2.3mm,73000473,,Hule,1268.13,"Insumo , Aero"
29,9071 ALMOHADILLA METAL NEGRO 90X56mm,153585,,Almohadilla,108.78,"Insumo , Imprint , 9071"
29,9072 ALMOHADILLA METAL NEGRO 110x70mm,143661,,Almohadilla,139.86,"Insumo , Imprint , 9072"
29,9073 ALMOHADILLA METAL  NEGRO 125X80mm,143666,,Almohadilla,214.46,"Insumo , Imprint , 9073"
29,9074 ALMOHADILLA METAL  NEGRO 160x90mm,153593,,Almohadilla,307.7,"Insumo , Imprint , 9074"
29,IDEAL IBOOSTER 1kg,99068,,Aditivo,862.97,"Insumo , ADITIVO"
29,9051 ALMOHADILLA AZUL 90x50mm,56332,,Almohadilla,153.96,"Insumo , 9051"
29,9051 ALMOHADILLA FIELTRO 90x50mm,56337,,Almohadilla,153.96,"Insumo , 9051"
29,9051 ALMOHADILLA NEGRO 90x50mm,56335,,Almohadilla,153.96,"Insumo , 9051"
29,9051 ALMOHADILLA ROJO  90x50mm,56334,,Almohadilla,153.96,"Insumo , 9051"
29,9052 ALMOHADILLA AZUL 110x70mm,56344,,Almohadilla,213.28,"Insumo , 9052"
29,9052 ALMOHADILLA MORADA 110x70mm,56348,,Almohadilla,213.28,"Insumo , 9052"
29,9052 ALMOHADILLA NEGRO 110x70mm,56347,,Almohadilla,222.97,"Insumo , 9052"
29,9052 ALMOHADILLA ROJO 110x70mm,56346,,Almohadilla,213.28,"Insumo , 9052"
29,9052 ALMOHADILLA FIELTRO 110x70mm,56349,,Almohadilla,213.28,"Insumo , 9052"
29,9052 ALMOHADILLA VERDE 110x70mm,56345,,Almohadilla,213.28,"Insumo , 9052"
29,9053 ALMOHADILLA AZUL 160x90mm,56360,,Almohadilla,450.81,"Insumo , 9053"
29,9053 ALMOHADILLA MORADA 160x90mm,56364,,Almohadilla,450.81,"Insumo , 9053"
29,9053 ALMOHADILLA NEGRO 160x90mm,56363,,Almohadilla,450.81,"Insumo , 9053"
29,9053 ALMOHADILLA ROJO 160x90mm,56362,,Almohadilla,450.81,"Insumo , 9053"
29,9053 ALMOHADILLA  FIELTRO 160x90mm,56365,,Almohadilla,450.81,"Insumo , 9053"
29,9053 ALMOHADILLA VERDE 160x90mm,56361,,Almohadilla,450.81,"Insumo , 9053"
29,9094 ALMOHADILLA DACTILAR NEGRO 45mm,31119,,Almohadilla,247.81,"Insumo , 9094"
29,5mm de A-M BANDA NUMERADOR,58105,,Insumo,175.92,"Insumo , TRD05AM"
29,DENSIFICADOR TONER IMPRESORA LASER 400ML,9459,,Insumo,3756.39,"Insumo , Densificador"
29,ETIQUETAS DORADAS  250 PZAS,73000053,,Insumo,3800.37,"Insumo , EDTPAQ (250)"
29,PAQUETE (40) ETIQUETAS DORADAS,73000102,,Insumo,608.06,"Insumo , EDTPAQ(40)"
29,IDEAL FOTOPOLIMERO i50R 1kg,90418,,Polimero,1708.99,"Insumo , Ideal , i50R"
29,IDEAL FOTOPOLIMERO i50 PLUS 1kg,90447,,Polimero,1708.99,"Insumo , Ideal , i50 PLUS"
29,IDEAL FOTOPOLIMERO i40 PLUS 1kg,90451,,Polimero,1708.99,"Insumo , Ideal , i40 PLUS"
29,HULE LASER CLASSICO 210x297x2.3mm,34248,,Hule,851.3,"Insumo , Clásico , Hule"
29,IDEAL ILW DETERGENTE LIQUIDO 1kg,99044,,Insumo,1478.44,"Insumo , Ideal , ILW"
29,INSTAPLATE IDEAL AZUL A7 (102x63mm),90313,,Insumo,2061.9,"Insumo , A7"
29,INSTAPLATE IDEAL AZUL A8 (65x48mm),90314,,Insumo,2189.57,"Insumo , A8"
29,INSTAPLATE IDEAL AZUL A9 20pzs (52x37mm),78398,,Insumo,2082.54,"Insumo , A9"
29,PELICULA VELLUM LASER 210X297MM 100PZS,56123,,Insumo,7479.92,"Insumo , Vellum"
29,PELICULA VELLUM TINTA 210X297MM 100PZS,56104,,Insumo,7479.92,"Insumo , Vellum"
29,PORTAPLACA  CAJA 5 PZAS 41mm,70103,,Insumo,1822.41,"Insumo , Portaplaca"
29,PORTAPLACA  CAJA 5 PZAS 51mm,70104,,Insumo,1897.1,"Insumo , Portaplaca"
29,ROLLO DE HULE ESPUMA  30 M x 2.3mm,73000023,,Hule,708,"Insumo , SG0007 , Hule"
29,DESPACHADOR DE PLIOFILM,73000028,,Insumo,2325.93,"Insumo , SG0013"
29,STAMPMAKER 110 V KIT,73000038,,Insumo,12498.21,"Insumo , Stampmaker"
29,1014 SUSTRATO 50 HOJAS 27x35.6cm,95408,,Insumo,6068.44,"Insumo , 1014"
29,95408 SUSTRATO PIEZA 27x35.6cm,73000056,,Insumo,134.85,"Insumo , 95408-18"
29,7011 TINTA AZUL 28ml,55883,,Tinta,242.14,"Insumo , 7011"
29,7011 TINTA MORADA 28ml,55887,,Tinta,242.14,"Insumo , 7011"
29,7011 TINTA NEGRO 28ml,55886,,Tinta,242.14,"Insumo , 7011"
29,7011 TINTA ROJO 28ml,55885,,Tinta,242.14,"Insumo , 7011"
29,7011 TINTA VERDE 28ml,55884,,Tinta,242.14,"Insumo , 7011"
29,3 mm de A-M BANDA NUMERADOR,73000149,,Insumo,78.72,"Insumo , TRD03AM"
29,3 mm de N-Z BANDA NUMERADOR,73000435,,Insumo,78.72,"Insumo , TRD03NZ"
29,4 mm de A-M BANDA NUMERADOR,73000436,,Insumo,87.77,"Insumo , TRD04AM"
29,4 mm de N-Z BANDA NUMERADOR,73000437,,Insumo,87.77,"Insumo , TRD04NZ"
29,5 mm de N-Z BANDA NUMERADOR,73000151,,Insumo,175.92,"Insumo , TRD05NZ"
29,7 mm de A-M BANDA NUMERADOR,73000152,,Insumo,285.89,"Insumo , TRD07AM"
29,7 mm de N-Z BANDA NUMERADOR,73000438,,Insumo,285.89,"Insumo , TRD07NZ"
29,9 mm de N-Z BANDA NUMERADOR,73000440,,Insumo,307.92,"Insumo , TRD09NZ"
29,12 mm de A-M BANDA NUMERADOR,73000442,,Insumo,329.87,"Insumo , TRD12AM"
29,18 mm de A-M BANDA NUMERADOR,73000156,,Insumo,642.72,"Insumo , TRD18AM"
29,18 mm de N-Z BANDA NUMERADOR,73000157,,Insumo,642.72,"Insumo , TRD18NZ"
29,IDEAL CINTA PROTECTORA PLIOFILM 122m30cm,177595,,Insumo,6129.35,"Insumo , Pliofilm"
29,iPXC ADITIVO LIQUIDO 1KG,99070,,Insumo,1843.93,"Insumo , Ideal , iPXC LIQ"
29,iPXC ADITIVO SAL 350G,99069,,Insumo,1843.93,"Insumo , Ideal , iPXC SAL"
29,15128 NUMERADOR MANUAL 12mm 8 BANDAS,3725,,Numerador,2495.23,"Fechador , Classico , 15128"
29,2910 FECHADOR MANUAL P02 51x38mm,73040,,Fechador,715.49,"Fechador , Classico , 2910"
29,2910 FECHADOR MANUAL P07 60x40mm,73065,,Fechador,715.49,"Fechador , Classico , 2910"
29,2910 FECHADOR MANUAL P08 64x45mm,73532,,Fechador,715.49,"Fechador , Classico , 2910"
29,2910 FECHADOR MANUAL P10 70x50mm,73071,,Fechador,715.49,"Fechador , Classico , 2910"
29,2910 FECHADOR MANUAL P20 67x44mm,73534,,Fechador,627.87,"Fechador , Classico , 2910"
29,2910 FECHADOR MANUAL P30 51mm,73535,,Fechador,715.49,"Fechador , Classico , 2910"
29,2910 FECHADOR MANUAL U24 50mm,73537,,Fechador,1543.67,"Fechador , Classico , 2910"
29,46140U24 PRINTY FECH 3.0 ROJO C.N 40mm,73000168,,,1466.32,"Fechador , Printy , 46140U24 , 3"
29,46145 PRINTY FECH 3.0 C.ROJO C.NEG 45mm,58202,,,874.71,"Fechador , Printy , 46145 , 3"
29,46145 PRINTY FECH 3.0 C.ROJO C.BIC 45mm,15992,,,874.71,"Fechador , Printy , 46145 , 3"
29,4724 PRINTY FECH P2 NEGRO C.AZUL 40x40mm,71203,,,914.58,"Fechador , Printy , 4724 , 2"
29,4724 PRINTY FECH MES ING C.N BIC 40x40mm,39263,,,914.58,"Fechador , Printy , 4724 , 2"
29,4724 PRINTY FECH P2 C.NEG C.BIC 40x40mm,178053,,,839.06,"Fechador , Printy , 4724 , 4"
29,4724 PRINTY FECH P2 C.NEG C.NEG 40x40mm,178073,,,839.06,"Fechador , Printy , 4724 , 4"
29,4726 PRINTY FECH P2 C.NEG C.NEG 75x38mm,167595,,,1106.08,"Fechador , Printy , 4726 , 2"
29,4726 PRINTY FECH P2 C.NEG C.BIC 75x38mm,167598,,,1106.08,"Fechador , Printy , 4726 , 2"
29,4727 PRINTY FECH 4.0 C.NEG C.NEG 60x40mm,187999,,,1153.31,"Fechador , Printy , 4727 , 4"
29,4727 PRINTY FECH 4.0 C.NEG C.BIC 60x40mm,188056,,,1153.31,"Fechador , Printy , 4727 , 4"
29,4727 PRINTY FECH 4.0 C.N BIC N/R 60x40mm,188057,,,1153.31,"Fechador , Printy , 4727 , 4"
29,4729 PRINTY FECH 3.0 ROJO C.AZUL 50x30mm,5618,,,984.65,"Fechador , Printy , 4729 , 3"
29,4729 PRINTY FECH 3.0 ROJO C.ROJO 50x30mm,53373,,,984.65,"Fechador , Printy , 4729 , 3"
29,4730 PRINTY FECH 4.0 C.NEG C.BIC 56x33mm,188042,,,1037.69,"Fechador , Printy , 4730 , 4"
29,4730 PRINTY FECH 4.0 C.NEG C.NEG 56x33mm,188005,,,1037.69,"Fechador , Printy , 4730 , 4"
29,4730 PRINTY FECH 4.0 C.N BIC N/R 56x33mm,188040,,,1037.69,"Fechador , Printy , 4730 , 4"
29,4731 PRINTY FECH 3.0 ROJO C.NEG 70x30mm,34496,,,1195.99,"Fechador , Printy , 4731 , 3"
29,4750 PRINTY FECH 4.0 C.NEG C.BIC 41x24mm,141072,,,938.25,"Fechador , Printy , 4750 , 4"
29,4750 PRINTY FECH 4.0 C.NEG C.NEG 41x24mm,141068,,,938.25,"Fechador , Printy , 4750 , 4"
29,4750 PRINTY FECH 2.0 C.NEG C.NEG 41x24mm,59979,,,938.25,"Fechador , Printy , 4750 , 2"
29,4813/PL PRINTY FECH 4.0 C.NEG C.N 26x9mm,81436,,Formulario,578.68,"Fechador , Printy , 4813"
29,4817 PRINTY BD FORMU+FECH 4.0 C.NEG C.N,78689,,Formulario,,"Fechador , Printy , 4817"
29,4817 PRINTY FECH+FORMU 2.0 C.N C.N 3.8mm,80366,,Formulario,698.59,"Fechador , Printy , 4817"
29,4820 PRINTY FECHADOR 4mm,73932,,Fechador,488.79,"Fechador , Printy , 4820"
29,4846 PRINTY NUM 2.0 C.N C.N 6 DIG 4mm,73558,,Numerador,581.5,"Fechador , Printy , 4846"
29,4850/PL PRINTY FECH 4.0 C.NEG C.N 25X5mm,77668,,,642.41,"Fechador , Printy , 4850 , 4"
29,5117 PROF FORMU+FECH 4.0 METAL C.NEG 4mm,131611,,Formulario,3682.76,"Fechador , Professional , 5117"
29,54045 PROF FECH 4.0 METAL C.BIC 45mm,151217,,,2514.05,"Fechador , Professional , 54045 , 4"
29,54045 PROF FECH 4.0 METAL C. NEGRO 45mm,151216,,,2514.04,"Fechador , Professional , 54045 , 4"
29,54110 PROF FECH 3.0 NEGRO C.NEG 85x55mm,35058,,,3809.82,"Fechador , Professional , 54110 , 3"
29,54120 PROF FECH 3.0 NEGRO C.NEG 116x70mm,104111,,,5762.55,"Fechador , Professional , 54120 , 3"
29,5430 PROF 4.0 METAL C.NEGRO 41x24mm,121386,,,1690.68,"Fechador , Professional , 5430 , 4"
29,5431 PROF 4.0 METAL C.NEGRO 41x24mm,130464,,,1839.25,"Fechador , Professional , 5431 , 4"
29,5440 PROF 4.0 METAL C.BIC 49x28mm,131681,,,1917.8,"Fechador , Professional , 5440 , 4"
29,5440 PROF FECH 4.0 METAL C.NEGRO 49x28mm,120487,,,1917.8,"Fechador , Professional , 5440 , 4"
29,5460 PROF 4.0 METAL C.BIC 56x33mm,120389,,,2204.3,"Fechador , Professional , 5460 , 4"
29,5460 PROF FECH 4.0 METAL C.NEG 56x33mm,120363,,,2204.3,"Fechador , Professional , 5460 , 4"
29,5466/PL PROF DOBLE FECH 4.0 MET 56x33mm,120210,,,5526.47,"Fechador , Professional , 5466/PL , 4"
29,5474 PROF FECH 4.0 C.NEGRO C.BIC 60x40mm,141199,,,2323.09,"Fechador , Professional , 5474 , 4"
29,5474 PROF FECH 4.0 NEGRO C.NEGRO 60x40mm,141298,,,2323.09,"Fechador , Professional , 5474 , 4"
29,5480 PROF FECH 4.0 METAL C.NEGRO 68x47mm,141158,,,2861.4,"Fechador , Professional , 5480 , 4"
29,5480 PROF FECH 4.0 METAL C.BIC 68x47mm,141108,,,2861.4,"Fechador , Professional , 5480 , 4"
29,5546 PROF NUM 4.0 METAL C.N 6 BANDAS-4mm,120454,,Numerador,1639.64,"Fechador , Professional , 5546"
29,55460 PROF FECH+NUM 4.0 METAL C.NEG 4mm,146209,,,2682.89,"Fechador , Professional , 55460 , 4"
29,55460/PL PROF FECH+NUM 4.0 MET 56x33mm,145832,,,3025.11,"Fechador , Professional , 55460 , 4"
